#,From Zip,To Zip,Service Code,Service Description,Pickup Date / Time,Arrival Date / Time,Business Days in Transit,Arrival Day
840,43004,49073,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 12:00,1,TUE
840,43004,49073,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
840,43004,49073,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
840,43004,49073,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
840,43004,49073,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
840,43004,49073,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
841,43004,49074,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 08:30,1,TUE
841,43004,49074,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 10:30,1,TUE
841,43004,49074,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
841,43004,49074,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
841,43004,49074,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
841,43004,49074,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
841,43004,49074,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
842,43004,49075,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 10:00,1,TUE
842,43004,49075,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 12:00,1,TUE
842,43004,49075,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
842,43004,49075,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
842,43004,49075,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
842,43004,49075,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
842,43004,49075,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
843,43004,49076,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 08:30,1,TUE
843,43004,49076,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 12:00,1,TUE
843,43004,49076,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
843,43004,49076,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
843,43004,49076,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
843,43004,49076,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
843,43004,49076,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
844,43004,49077,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 08:30,1,TUE
844,43004,49077,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 10:30,1,TUE
844,43004,49077,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
844,43004,49077,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
844,43004,49077,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
844,43004,49077,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
844,43004,49077,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
845,43004,49078,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 09:00,1,TUE
845,43004,49078,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 10:30,1,TUE
845,43004,49078,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
845,43004,49078,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
845,43004,49078,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
845,43004,49078,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
845,43004,49078,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
846,43004,49079,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 10:00,1,TUE
846,43004,49079,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 12:00,1,TUE
846,43004,49079,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
846,43004,49079,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
846,43004,49079,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
846,43004,49079,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
846,43004,49079,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
847,43004,49080,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 09:00,1,TUE
847,43004,49080,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 10:30,1,TUE
847,43004,49080,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
847,43004,49080,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
847,43004,49080,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
847,43004,49080,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
847,43004,49080,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
848,43004,49081,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 08:30,1,TUE
848,43004,49081,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 10:30,1,TUE
848,43004,49081,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
848,43004,49081,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
848,43004,49081,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
848,43004,49081,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
848,43004,49081,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
849,43004,49082,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 10:00,1,TUE
849,43004,49082,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 12:00,1,TUE
849,43004,49082,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
849,43004,49082,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
849,43004,49082,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
849,43004,49082,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
849,43004,49082,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
850,43004,49083,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 09:00,1,TUE
850,43004,49083,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 10:30,1,TUE
850,43004,49083,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
850,43004,49083,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
850,43004,49083,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
850,43004,49083,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
850,43004,49083,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
851,43004,49084,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 10:00,1,TUE
851,43004,49084,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 12:00,1,TUE
851,43004,49084,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
851,43004,49084,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
851,43004,49084,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
851,43004,49084,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
851,43004,49084,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
852,43004,49085,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 09:30,1,TUE
852,43004,49085,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 10:30,1,TUE
852,43004,49085,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
852,43004,49085,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
852,43004,49085,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
852,43004,49085,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
852,43004,49085,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
853,43004,49087,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 09:00,1,TUE
853,43004,49087,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 10:30,1,TUE
853,43004,49087,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
853,43004,49087,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
853,43004,49087,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
853,43004,49087,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
853,43004,49087,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
854,43004,49088,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 09:00,1,TUE
854,43004,49088,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 12:00,1,TUE
854,43004,49088,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
854,43004,49088,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
854,43004,49088,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
854,43004,49088,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
854,43004,49088,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
855,43004,49089,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 10:00,1,TUE
855,43004,49089,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 12:00,1,TUE
855,43004,49089,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
855,43004,49089,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
855,43004,49089,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
855,43004,49089,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
855,43004,49089,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
856,43004,49090,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 10:00,1,TUE
856,43004,49090,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 12:00,1,TUE
856,43004,49090,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
856,43004,49090,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
856,43004,49090,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
856,43004,49090,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
856,43004,49090,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
857,43004,49091,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 10:00,1,TUE
857,43004,49091,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 12:00,1,TUE
857,43004,49091,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
857,43004,49091,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
857,43004,49091,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
857,43004,49091,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
857,43004,49091,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
858,43004,49092,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 09:00,1,TUE
858,43004,49092,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 10:30,1,TUE
858,43004,49092,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
858,43004,49092,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
858,43004,49092,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
858,43004,49092,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
858,43004,49092,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
859,43004,49093,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 09:00,1,TUE
859,43004,49093,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 10:30,1,TUE
859,43004,49093,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
859,43004,49093,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
859,43004,49093,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
859,43004,49093,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
859,43004,49093,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
860,43004,49094,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 10:00,1,TUE
860,43004,49094,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 10:30,1,TUE
860,43004,49094,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
860,43004,49094,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
860,43004,49094,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
860,43004,49094,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
860,43004,49094,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
861,43004,49095,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 10:00,1,TUE
861,43004,49095,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 12:00,1,TUE
861,43004,49095,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
861,43004,49095,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
861,43004,49095,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
861,43004,49095,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
861,43004,49095,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
862,43004,49096,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 08:30,1,TUE
862,43004,49096,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 12:00,1,TUE
862,43004,49096,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
862,43004,49096,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
862,43004,49096,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
862,43004,49096,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
862,43004,49096,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
863,43004,49097,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 09:00,1,TUE
863,43004,49097,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 10:30,1,TUE
863,43004,49097,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
863,43004,49097,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
863,43004,49097,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
863,43004,49097,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
863,43004,49097,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
864,43004,49098,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 10:00,1,TUE
864,43004,49098,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 10:30,1,TUE
864,43004,49098,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
864,43004,49098,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
864,43004,49098,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
864,43004,49098,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
864,43004,49098,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
865,43004,49099,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 10:00,1,TUE
865,43004,49099,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 12:00,1,TUE
865,43004,49099,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
865,43004,49099,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
865,43004,49099,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
865,43004,49099,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
865,43004,49099,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
866,43004,49101,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 10:00,1,TUE
866,43004,49101,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 12:00,1,TUE
866,43004,49101,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
866,43004,49101,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
866,43004,49101,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
866,43004,49101,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
866,43004,49101,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
867,43004,49102,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 10:00,1,TUE
867,43004,49102,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 12:00,1,TUE
867,43004,49102,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
867,43004,49102,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
867,43004,49102,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
867,43004,49102,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
867,43004,49102,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
868,43004,49103,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 10:00,1,TUE
868,43004,49103,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 12:00,1,TUE
868,43004,49103,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
868,43004,49103,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
868,43004,49103,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
868,43004,49103,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
868,43004,49103,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
869,43004,49104,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 09:30,1,TUE
869,43004,49104,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 10:30,1,TUE
869,43004,49104,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
869,43004,49104,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
869,43004,49104,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
869,43004,49104,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
869,43004,49104,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
870,43004,49106,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 10:00,1,TUE
870,43004,49106,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 12:00,1,TUE
870,43004,49106,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
870,43004,49106,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
870,43004,49106,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
870,43004,49106,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
870,43004,49106,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
871,43004,49107,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 10:00,1,TUE
871,43004,49107,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 10:30,1,TUE
871,43004,49107,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
871,43004,49107,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
871,43004,49107,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
871,43004,49107,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
871,43004,49107,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
872,43004,49111,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 10:00,1,TUE
872,43004,49111,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 12:00,1,TUE
872,43004,49111,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
872,43004,49111,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
872,43004,49111,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
872,43004,49111,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
872,43004,49111,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
873,43004,49112,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 11:00,1,TUE
873,43004,49112,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 12:00,1,TUE
873,43004,49112,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
873,43004,49112,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
873,43004,49112,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
873,43004,49112,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
873,43004,49112,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
874,43004,49113,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 10:00,1,TUE
874,43004,49113,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 12:00,1,TUE
874,43004,49113,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
874,43004,49113,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
874,43004,49113,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
874,43004,49113,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
874,43004,49113,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
