#,From Zip,To Zip,Service Code,Service Description,Pickup Date / Time,Arrival Date / Time,Business Days in Transit,Arrival Day
2606,43004,53516,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
2606,43004,53516,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2606,43004,53516,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2606,43004,53516,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
2606,43004,53516,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
2607,43004,53517,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 10:00,1,TUE
2607,43004,53517,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 12:00,1,TUE
2607,43004,53517,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
2607,43004,53517,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2607,43004,53517,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2607,43004,53517,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2607,43004,53517,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
2608,43004,53518,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 14:00,1,TUE
2608,43004,53518,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
2608,43004,53518,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2608,43004,53518,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2608,43004,53518,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
2609,43004,53520,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 09:00,1,TUE
2609,43004,53520,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 12:00,1,TUE
2609,43004,53520,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
2609,43004,53520,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2609,43004,53520,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2609,43004,53520,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2609,43004,53520,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
2610,43004,53521,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 10:00,1,TUE
2610,43004,53521,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 12:00,1,TUE
2610,43004,53521,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
2610,43004,53521,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2610,43004,53521,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2610,43004,53521,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2610,43004,53521,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
2611,43004,53522,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 14:00,1,TUE
2611,43004,53522,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
2611,43004,53522,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2611,43004,53522,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
2611,43004,53522,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
2612,43004,53523,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 08:30,1,TUE
2612,43004,53523,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 10:30,1,TUE
2612,43004,53523,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
2612,43004,53523,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2612,43004,53523,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2612,43004,53523,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2612,43004,53523,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
2613,43004,53525,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 09:00,1,TUE
2613,43004,53525,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 10:30,1,TUE
2613,43004,53525,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
2613,43004,53525,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2613,43004,53525,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2613,43004,53525,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2613,43004,53525,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
2614,43004,53526,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 09:00,1,TUE
2614,43004,53526,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 10:30,1,TUE
2614,43004,53526,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
2614,43004,53526,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2614,43004,53526,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2614,43004,53526,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2614,43004,53526,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
2615,43004,53527,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 08:30,1,TUE
2615,43004,53527,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 10:30,1,TUE
2615,43004,53527,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
2615,43004,53527,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2615,43004,53527,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2615,43004,53527,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2615,43004,53527,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
2616,43004,53528,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 08:30,1,TUE
2616,43004,53528,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 10:30,1,TUE
2616,43004,53528,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
2616,43004,53528,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2616,43004,53528,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2616,43004,53528,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2616,43004,53528,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
2617,43004,53529,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 10:00,1,TUE
2617,43004,53529,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 12:00,1,TUE
2617,43004,53529,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
2617,43004,53529,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2617,43004,53529,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2617,43004,53529,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2617,43004,53529,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
2618,43004,53530,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 10:30,1,TUE
2618,43004,53530,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
2618,43004,53530,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2618,43004,53530,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2618,43004,53530,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
2618,43004,53530,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
2619,43004,53531,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 08:30,1,TUE
2619,43004,53531,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 10:30,1,TUE
2619,43004,53531,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
2619,43004,53531,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2619,43004,53531,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2619,43004,53531,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2619,43004,53531,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
2620,43004,53532,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 08:30,1,TUE
2620,43004,53532,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 10:30,1,TUE
2620,43004,53532,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
2620,43004,53532,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2620,43004,53532,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2620,43004,53532,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2620,43004,53532,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
2621,43004,53533,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 09:30,1,TUE
2621,43004,53533,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 10:30,1,TUE
2621,43004,53533,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
2621,43004,53533,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2621,43004,53533,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2621,43004,53533,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2621,43004,53533,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
2622,43004,53534,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 08:30,1,TUE
2622,43004,53534,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 10:30,1,TUE
2622,43004,53534,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
2622,43004,53534,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2622,43004,53534,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2622,43004,53534,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2622,43004,53534,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
2623,43004,53535,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 09:30,1,TUE
2623,43004,53535,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 10:30,1,TUE
2623,43004,53535,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
2623,43004,53535,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2623,43004,53535,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2623,43004,53535,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2623,43004,53535,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
2624,43004,53536,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 09:00,1,TUE
2624,43004,53536,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 10:30,1,TUE
2624,43004,53536,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
2624,43004,53536,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2624,43004,53536,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2624,43004,53536,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2624,43004,53536,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
2625,43004,53537,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 08:30,1,TUE
2625,43004,53537,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 10:30,1,TUE
2625,43004,53537,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
2625,43004,53537,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2625,43004,53537,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2625,43004,53537,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2625,43004,53537,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
2626,43004,53538,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 09:00,1,TUE
2626,43004,53538,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 10:30,1,TUE
2626,43004,53538,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
2626,43004,53538,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2626,43004,53538,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2626,43004,53538,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2626,43004,53538,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
2627,43004,53540,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 10:30,1,TUE
2627,43004,53540,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
2627,43004,53540,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2627,43004,53540,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2627,43004,53540,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2627,43004,53540,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
2628,43004,53541,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 11:30,1,TUE
2628,43004,53541,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 12:00,1,TUE
2628,43004,53541,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
2628,43004,53541,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2628,43004,53541,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2628,43004,53541,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
2628,43004,53541,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
2629,43004,53542,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 08:30,1,TUE
2629,43004,53542,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 10:30,1,TUE
2629,43004,53542,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
2629,43004,53542,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2629,43004,53542,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2629,43004,53542,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2629,43004,53542,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
2630,43004,53543,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 09:30,1,TUE
2630,43004,53543,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 10:30,1,TUE
2630,43004,53543,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
2630,43004,53543,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2630,43004,53543,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2630,43004,53543,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2630,43004,53543,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
2631,43004,53544,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 11:30,1,TUE
2631,43004,53544,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 12:00,1,TUE
2631,43004,53544,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
2631,43004,53544,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2631,43004,53544,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2631,43004,53544,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
2631,43004,53544,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
2632,43004,53545,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 08:30,1,TUE
2632,43004,53545,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 10:30,1,TUE
2632,43004,53545,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
2632,43004,53545,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2632,43004,53545,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2632,43004,53545,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2632,43004,53545,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
2633,43004,53546,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 08:30,1,TUE
2633,43004,53546,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 10:30,1,TUE
2633,43004,53546,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
2633,43004,53546,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2633,43004,53546,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2633,43004,53546,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2633,43004,53546,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
2634,43004,53547,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 08:30,1,TUE
2634,43004,53547,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 10:30,1,TUE
2634,43004,53547,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
2634,43004,53547,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2634,43004,53547,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2634,43004,53547,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2634,43004,53547,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
2635,43004,53548,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 08:30,1,TUE
2635,43004,53548,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 10:30,1,TUE
2635,43004,53548,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
2635,43004,53548,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2635,43004,53548,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2635,43004,53548,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2635,43004,53548,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
2636,43004,53549,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 09:00,1,TUE
2636,43004,53549,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 10:30,1,TUE
2636,43004,53549,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
2636,43004,53549,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2636,43004,53549,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2636,43004,53549,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2636,43004,53549,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
2637,43004,53550,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 10:00,1,TUE
2637,43004,53550,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 12:00,1,TUE
2637,43004,53550,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
2637,43004,53550,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2637,43004,53550,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2637,43004,53550,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2637,43004,53550,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
2638,43004,53551,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 09:00,1,TUE
2638,43004,53551,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 10:30,1,TUE
2638,43004,53551,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
2638,43004,53551,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2638,43004,53551,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2638,43004,53551,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2638,43004,53551,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
2639,43004,53553,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 09:00,1,TUE
2639,43004,53553,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 10:30,1,TUE
2639,43004,53553,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
2639,43004,53553,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2639,43004,53553,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2639,43004,53553,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2639,43004,53553,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
2640,43004,53554,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 10:30,1,TUE
2640,43004,53554,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
2640,43004,53554,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2640,43004,53554,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2640,43004,53554,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2640,43004,53554,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
2641,43004,53555,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 10:00,1,TUE
2641,43004,53555,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 12:00,1,TUE
2641,43004,53555,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
2641,43004,53555,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
2641,43004,53555,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
