ORIGIN ZIP,DESTINATION ZIP,PICKUPDATE (YYYYMMDD),"PICKUPTIME (HH:MM:SS) - If left blank, value defaults to 18:00:00",WEIGHT (lbs),TOTAL PACKAGES IN SHIPMENT
43004,01001,20220718,,,
43004,01002,20220718,,,
43004,01003,20220718,,,
43004,01004,20220718,,,
43004,01005,20220718,,,
43004,01007,20220718,,,
43004,01008,20220718,,,
43004,01009,20220718,,,
43004,01010,20220718,,,
43004,01011,20220718,,,
43004,01012,20220718,,,
43004,01013,20220718,,,
43004,01014,20220718,,,
43004,01020,20220718,,,
43004,01021,20220718,,,
43004,01022,20220718,,,
43004,01026,20220718,,,
43004,01027,20220718,,,
43004,01028,20220718,,,
43004,01029,20220718,,,
43004,01030,20220718,,,
43004,01031,20220718,,,
43004,01032,20220718,,,
43004,01033,20220718,,,
43004,01034,20220718,,,
43004,01035,20220718,,,
43004,01036,20220718,,,
43004,01037,20220718,,,
43004,01038,20220718,,,
43004,01039,20220718,,,
43004,01040,20220718,,,
43004,01041,20220718,,,
43004,01050,20220718,,,
43004,01053,20220718,,,
43004,01054,20220718,,,
43004,01056,20220718,,,
43004,01057,20220718,,,
43004,01059,20220718,,,
43004,01060,20220718,,,
43004,01061,20220718,,,
43004,01062,20220718,,,
43004,01063,20220718,,,
43004,01066,20220718,,,
43004,01068,20220718,,,
43004,01069,20220718,,,
43004,01070,20220718,,,
43004,01071,20220718,,,
43004,01072,20220718,,,
43004,01073,20220718,,,
43004,01074,20220718,,,
43004,01075,20220718,,,
43004,01077,20220718,,,
43004,01079,20220718,,,
43004,01080,20220718,,,
43004,01081,20220718,,,
43004,01082,20220718,,,
43004,01083,20220718,,,
43004,01084,20220718,,,
43004,01085,20220718,,,
43004,01086,20220718,,,
43004,01088,20220718,,,
43004,01089,20220718,,,
43004,01090,20220718,,,
43004,01092,20220718,,,
43004,01093,20220718,,,
43004,01094,20220718,,,
43004,01095,20220718,,,
43004,01096,20220718,,,
43004,01097,20220718,,,
43004,01098,20220718,,,
43004,01101,20220718,,,
43004,01102,20220718,,,
43004,01103,20220718,,,
43004,01104,20220718,,,
43004,01105,20220718,,,
43004,01106,20220718,,,
43004,01107,20220718,,,
43004,01108,20220718,,,
43004,01109,20220718,,,
43004,01111,20220718,,,
43004,01115,20220718,,,
43004,01116,20220718,,,
43004,01118,20220718,,,
43004,01119,20220718,,,
43004,01128,20220718,,,
43004,01129,20220718,,,
43004,01133,20220718,,,
43004,01138,20220718,,,
43004,01139,20220718,,,
43004,01144,20220718,,,
43004,01151,20220718,,,
43004,01152,20220718,,,
43004,01195,20220718,,,
43004,01199,20220718,,,
43004,01201,20220718,,,
43004,01202,20220718,,,
43004,01203,20220718,,,
43004,01220,20220718,,,
43004,01222,20220718,,,
43004,01223,20220718,,,
43004,01224,20220718,,,
43004,01225,20220718,,,
43004,01226,20220718,,,
43004,01227,20220718,,,
43004,01229,20220718,,,
43004,01230,20220718,,,
43004,01235,20220718,,,
43004,01236,20220718,,,
43004,01237,20220718,,,
43004,01238,20220718,,,
43004,01240,20220718,,,
43004,01242,20220718,,,
43004,01243,20220718,,,
43004,01244,20220718,,,
43004,01245,20220718,,,
43004,01247,20220718,,,
43004,01252,20220718,,,
43004,01253,20220718,,,
43004,01254,20220718,,,
43004,01255,20220718,,,
43004,01256,20220718,,,
43004,01257,20220718,,,
43004,01258,20220718,,,
43004,01259,20220718,,,
43004,01260,20220718,,,
43004,01262,20220718,,,
43004,01263,20220718,,,
43004,01264,20220718,,,
43004,01266,20220718,,,
43004,01267,20220718,,,
43004,01270,20220718,,,
43004,01301,20220718,,,
43004,01302,20220718,,,
43004,01330,20220718,,,
43004,01331,20220718,,,
43004,01337,20220718,,,
43004,01338,20220718,,,
43004,01339,20220718,,,
43004,01340,20220718,,,
43004,01341,20220718,,,
43004,01342,20220718,,,
43004,01343,20220718,,,
43004,01344,20220718,,,
43004,01346,20220718,,,
43004,01347,20220718,,,
43004,01349,20220718,,,
43004,01350,20220718,,,
43004,01351,20220718,,,
43004,01354,20220718,,,
43004,01355,20220718,,,
43004,01360,20220718,,,
43004,01364,20220718,,,
43004,01366,20220718,,,
43004,01367,20220718,,,
43004,01368,20220718,,,
43004,01370,20220718,,,
43004,01373,20220718,,,
43004,01375,20220718,,,
43004,01376,20220718,,,
43004,01378,20220718,,,
43004,01379,20220718,,,
43004,01380,20220718,,,
43004,01420,20220718,,,
43004,01430,20220718,,,
43004,01431,20220718,,,
43004,01432,20220718,,,
43004,01434,20220718,,,
43004,01436,20220718,,,
43004,01438,20220718,,,
43004,01440,20220718,,,
43004,01441,20220718,,,
43004,01450,20220718,,,
43004,01451,20220718,,,
43004,01452,20220718,,,
43004,01453,20220718,,,
43004,01460,20220718,,,
43004,01462,20220718,,,
43004,01463,20220718,,,
43004,01464,20220718,,,
43004,01467,20220718,,,
43004,01468,20220718,,,
43004,01469,20220718,,,
43004,01470,20220718,,,
43004,01471,20220718,,,
43004,01472,20220718,,,
43004,01473,20220718,,,
43004,01474,20220718,,,
43004,01475,20220718,,,
43004,01477,20220718,,,
43004,01501,20220718,,,
43004,01503,20220718,,,
43004,01504,20220718,,,
43004,01505,20220718,,,
43004,01506,20220718,,,
43004,01507,20220718,,,
43004,01508,20220718,,,
43004,01509,20220718,,,
43004,01510,20220718,,,
43004,01515,20220718,,,
43004,01516,20220718,,,
43004,01517,20220718,,,
43004,01518,20220718,,,
43004,01519,20220718,,,
43004,01520,20220718,,,
43004,01521,20220718,,,
43004,01522,20220718,,,
43004,01523,20220718,,,
43004,01524,20220718,,,
43004,01525,20220718,,,
43004,01526,20220718,,,
43004,01527,20220718,,,
43004,01529,20220718,,,
43004,01531,20220718,,,
43004,01532,20220718,,,
43004,01534,20220718,,,
43004,01535,20220718,,,
43004,01536,20220718,,,
43004,01537,20220718,,,
43004,01538,20220718,,,
43004,01540,20220718,,,
43004,01541,20220718,,,
43004,01542,20220718,,,
43004,01543,20220718,,,
43004,01545,20220718,,,
43004,01546,20220718,,,
43004,01550,20220718,,,
43004,01560,20220718,,,
43004,01561,20220718,,,
43004,01562,20220718,,,
43004,01564,20220718,,,
43004,01566,20220718,,,
43004,01568,20220718,,,
43004,01569,20220718,,,
43004,01570,20220718,,,
43004,01571,20220718,,,
43004,01580,20220718,,,
43004,01581,20220718,,,
43004,01582,20220718,,,
43004,01583,20220718,,,
43004,01585,20220718,,,
43004,01586,20220718,,,
43004,01588,20220718,,,
43004,01590,20220718,,,
43004,01601,20220718,,,
43004,01602,20220718,,,
43004,01603,20220718,,,
43004,01604,20220718,,,
43004,01605,20220718,,,
43004,01606,20220718,,,
43004,01607,20220718,,,
43004,01608,20220718,,,
43004,01609,20220718,,,
43004,01610,20220718,,,
43004,01611,20220718,,,
43004,01612,20220718,,,
43004,01613,20220718,,,
43004,01614,20220718,,,
43004,01615,20220718,,,
43004,01653,20220718,,,
43004,01654,20220718,,,
43004,01655,20220718,,,
43004,01701,20220718,,,
43004,01702,20220718,,,
43004,01703,20220718,,,
43004,01704,20220718,,,
43004,01705,20220718,,,
43004,01718,20220718,,,
43004,01719,20220718,,,
43004,01720,20220718,,,
43004,01721,20220718,,,
43004,01730,20220718,,,
43004,01731,20220718,,,
43004,01740,20220718,,,
43004,01741,20220718,,,
43004,01742,20220718,,,
43004,01745,20220718,,,
43004,01746,20220718,,,
43004,01747,20220718,,,
43004,01748,20220718,,,
43004,01749,20220718,,,
43004,01752,20220718,,,
43004,01754,20220718,,,
43004,01756,20220718,,,
43004,01757,20220718,,,
43004,01760,20220718,,,
43004,01770,20220718,,,
43004,01772,20220718,,,
43004,01773,20220718,,,
43004,01775,20220718,,,
43004,01776,20220718,,,
43004,01778,20220718,,,
43004,01784,20220718,,,
43004,01801,20220718,,,
43004,01803,20220718,,,
43004,01805,20220718,,,
43004,01806,20220718,,,
43004,01807,20220718,,,
43004,01808,20220718,,,
43004,01810,20220718,,,
43004,01812,20220718,,,
43004,01813,20220718,,,
43004,01815,20220718,,,
43004,01821,20220718,,,
43004,01822,20220718,,,
43004,01824,20220718,,,
43004,01826,20220718,,,
43004,01827,20220718,,,
43004,01830,20220718,,,
43004,01831,20220718,,,
43004,01832,20220718,,,
43004,01833,20220718,,,
43004,01834,20220718,,,
43004,01835,20220718,,,
43004,01840,20220718,,,
43004,01841,20220718,,,
43004,01842,20220718,,,
43004,01843,20220718,,,
43004,01844,20220718,,,
43004,01845,20220718,,,
43004,01850,20220718,,,
43004,01851,20220718,,,
43004,01852,20220718,,,
43004,01853,20220718,,,
43004,01854,20220718,,,
43004,01860,20220718,,,
43004,01862,20220718,,,
43004,01863,20220718,,,
43004,01864,20220718,,,
43004,01865,20220718,,,
43004,01866,20220718,,,
43004,01867,20220718,,,
43004,01876,20220718,,,
43004,01879,20220718,,,
43004,01880,20220718,,,
43004,01885,20220718,,,
43004,01886,20220718,,,
43004,01887,20220718,,,
43004,01888,20220718,,,
43004,01889,20220718,,,
43004,01890,20220718,,,
43004,01899,20220718,,,
43004,01901,20220718,,,
43004,01902,20220718,,,
43004,01903,20220718,,,
43004,01904,20220718,,,
43004,01905,20220718,,,
43004,01906,20220718,,,
43004,01907,20220718,,,
43004,01908,20220718,,,
43004,01910,20220718,,,
43004,01913,20220718,,,
43004,01915,20220718,,,
43004,01921,20220718,,,
43004,01922,20220718,,,
43004,01923,20220718,,,
43004,01929,20220718,,,
43004,01930,20220718,,,
43004,01931,20220718,,,
43004,01936,20220718,,,
43004,01937,20220718,,,
43004,01938,20220718,,,
43004,01940,20220718,,,
43004,01944,20220718,,,
43004,01945,20220718,,,
43004,01949,20220718,,,
43004,01950,20220718,,,
43004,01951,20220718,,,
43004,01952,20220718,,,
43004,01960,20220718,,,
43004,01961,20220718,,,
43004,01965,20220718,,,
43004,01966,20220718,,,
43004,01969,20220718,,,
43004,01970,20220718,,,
43004,01971,20220718,,,
43004,01982,20220718,,,
43004,01983,20220718,,,
43004,01984,20220718,,,
43004,01985,20220718,,,
43004,02018,20220718,,,
43004,02019,20220718,,,
43004,02020,20220718,,,
43004,02021,20220718,,,
43004,02025,20220718,,,
43004,02026,20220718,,,
43004,02027,20220718,,,
43004,02030,20220718,,,
43004,02031,20220718,,,
43004,02032,20220718,,,
43004,02035,20220718,,,
43004,02038,20220718,,,
43004,02040,20220718,,,
43004,02041,20220718,,,
43004,02043,20220718,,,
43004,02044,20220718,,,
43004,02045,20220718,,,
43004,02047,20220718,,,
43004,02048,20220718,,,
43004,02050,20220718,,,
43004,02051,20220718,,,
43004,02052,20220718,,,
43004,02053,20220718,,,
43004,02054,20220718,,,
43004,02055,20220718,,,
43004,02056,20220718,,,
43004,02059,20220718,,,
43004,02060,20220718,,,
43004,02061,20220718,,,
43004,02062,20220718,,,
43004,02065,20220718,,,
43004,02066,20220718,,,
43004,02067,20220718,,,
43004,02070,20220718,,,
43004,02071,20220718,,,
43004,02072,20220718,,,
43004,02081,20220718,,,
43004,02090,20220718,,,
43004,02093,20220718,,,
43004,02108,20220718,,,
43004,02109,20220718,,,
43004,02110,20220718,,,
43004,02111,20220718,,,
43004,02112,20220718,,,
43004,02113,20220718,,,
43004,02114,20220718,,,
43004,02115,20220718,,,
43004,02116,20220718,,,
43004,02117,20220718,,,
